ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20170314,OR,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,OR,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,OR,90.33,9.67,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,OR,82.99,17.01,2.98,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,OR,82.99,17.01,2.98,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,OR,82.99,17.01,2.98,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,OR,82.27,17.73,2.98,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,OR,82.27,17.73,2.98,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,OR,82.27,17.73,2.98,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,OR,82.27,17.73,2.98,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,OR,65.31,34.69,5.29,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,OR,65.31,34.69,5.29,0.00,0.00,0.00,2016-12-27,2017-01-02,1
20161220,OR,56.78,43.22,23.22,2.63,0.00,0.00,2016-12-20,2016-12-26,1
20161213,OR,56.47,43.53,23.22,2.63,0.00,0.00,2016-12-13,2016-12-19,1
20161206,OR,56.44,43.56,23.22,2.63,0.00,0.00,2016-12-06,2016-12-12,1
20161129,OR,56.44,43.56,23.22,2.63,0.00,0.00,2016-11-29,2016-12-05,1
20161122,OR,56.44,43.56,23.22,2.63,0.00,0.00,2016-11-22,2016-11-28,1
20161115,OR,56.44,43.56,23.22,2.63,0.00,0.00,2016-11-15,2016-11-21,1
20161108,OR,56.44,43.56,23.22,2.63,0.00,0.00,2016-11-08,2016-11-14,1
20161101,OR,56.44,43.56,27.07,2.63,0.00,0.00,2016-11-01,2016-11-07,1
20161025,OR,52.91,47.09,28.96,2.63,0.00,0.00,2016-10-25,2016-10-31,1
20161018,OR,32.78,67.22,35.40,2.63,0.00,0.00,2016-10-18,2016-10-24,1
20161011,OR,0.00,100.00,50.28,12.30,0.00,0.00,2016-10-11,2016-10-17,1
20161004,OR,0.00,100.00,50.28,12.30,0.00,0.00,2016-10-04,2016-10-10,1
20160927,OR,0.00,100.00,50.59,12.30,0.00,0.00,2016-09-27,2016-10-03,1
20160920,OR,0.00,100.00,50.59,12.30,0.00,0.00,2016-09-20,2016-09-26,1
20160913,OR,0.00,100.00,50.59,12.30,0.00,0.00,2016-09-13,2016-09-19,1
20160906,OR,0.00,100.00,50.21,12.03,0.00,0.00,2016-09-06,2016-09-12,1
20160830,OR,0.00,100.00,50.21,12.03,0.00,0.00,2016-08-30,2016-09-05,1
20160823,OR,0.00,100.00,50.21,12.03,0.00,0.00,2016-08-23,2016-08-29,1
20160816,OR,0.00,100.00,50.20,12.03,0.00,0.00,2016-08-16,2016-08-22,1
20160809,OR,0.00,100.00,50.20,12.03,0.00,0.00,2016-08-09,2016-08-15,1
20160802,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,OR,0.00,100.00,49.75,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,OR,0.00,100.00,44.55,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,OR,0.00,100.00,44.55,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,OR,0.00,100.00,44.55,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,OR,0.59,99.41,29.72,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,OR,20.20,79.80,24.13,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,OR,20.39,79.61,24.74,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,OR,33.66,66.34,24.74,1.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,OR,34.27,65.73,26.12,1.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,OR,34.27,65.73,26.12,1.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,OR,47.03,52.97,26.12,1.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,OR,47.03,52.97,26.12,1.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,OR,45.95,54.05,29.87,1.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,OR,45.95,54.05,29.87,1.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,OR,31.21,68.79,45.68,1.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,OR,30.33,69.67,47.62,7.94,0.00,0.00,2016-03-22,2016-03-28,1
20160315,OR,29.47,70.53,48.88,18.60,0.00,0.00,2016-03-15,2016-03-21,1
20160308,OR,29.47,70.53,48.88,32.76,0.00,0.00,2016-03-08,2016-03-14,1
20160301,OR,29.47,70.53,62.92,33.96,0.00,0.00,2016-03-01,2016-03-07,1
20160223,OR,29.47,70.53,65.86,33.96,0.00,0.00,2016-02-23,2016-02-29,1
20160216,OR,22.58,77.42,67.55,33.96,0.00,0.00,2016-02-16,2016-02-22,1
20160209,OR,16.88,83.12,74.55,33.96,0.00,0.00,2016-02-09,2016-02-15,1
20160202,OR,14.58,85.42,74.56,40.97,4.38,0.00,2016-02-02,2016-02-08,1
20160126,OR,14.63,85.37,74.69,40.94,4.32,0.00,2016-01-26,2016-02-01,1
20160119,OR,14.60,85.40,73.81,40.94,4.47,0.00,2016-01-19,2016-01-25,1
20160112,OR,14.60,85.40,76.99,44.33,6.35,0.00,2016-01-12,2016-01-18,1
20160105,OR,14.52,85.48,76.99,44.33,6.35,0.00,2016-01-05,2016-01-11,1
20151229,OR,14.52,85.48,80.45,65.33,39.55,0.00,2015-12-29,2016-01-04,1
20151222,OR,10.18,89.82,84.93,77.89,49.16,0.00,2015-12-22,2015-12-28,1
20151215,OR,8.97,91.03,88.49,78.67,49.16,0.00,2015-12-15,2015-12-21,1
20151208,OR,3.31,96.69,90.99,88.52,59.57,0.00,2015-12-08,2015-12-14,1
20151201,OR,0.71,99.29,96.01,90.37,60.62,0.00,2015-12-01,2015-12-07,1
20151124,OR,0.71,99.29,96.01,90.37,60.69,0.00,2015-11-24,2015-11-30,1
20151117,OR,0.00,100.00,98.45,91.57,60.69,0.00,2015-11-17,2015-11-23,1
20151110,OR,0.00,100.00,100.00,91.53,60.69,0.00,2015-11-10,2015-11-16,1
20151103,OR,0.00,100.00,100.00,91.57,60.68,0.00,2015-11-03,2015-11-09,1
20151027,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-10-27,2015-11-02,1
20151020,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-10-20,2015-10-26,1
20151013,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-10-13,2015-10-19,1
20151006,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-10-06,2015-10-12,1
20150929,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-09-29,2015-10-05,1
20150922,OR,0.00,100.00,100.00,100.00,67.28,0.00,2015-09-22,2015-09-28,1
20150915,OR,0.00,100.00,100.00,100.00,67.28,0.00,2015-09-15,2015-09-21,1
20150908,OR,0.00,100.00,100.00,100.00,67.28,0.00,2015-09-08,2015-09-14,1
20150901,OR,0.00,100.00,100.00,100.00,67.28,0.00,2015-09-01,2015-09-07,1
20150825,OR,0.00,100.00,100.00,100.00,67.29,0.00,2015-08-25,2015-08-31,1
20150818,OR,0.00,100.00,100.00,100.00,49.89,0.00,2015-08-18,2015-08-24,1
20150811,OR,0.00,100.00,100.00,100.00,49.87,0.00,2015-08-11,2015-08-17,1
20150804,OR,0.00,100.00,100.00,100.00,48.31,0.00,2015-08-04,2015-08-10,1
20150728,OR,0.00,100.00,100.00,100.00,48.31,0.00,2015-07-28,2015-08-03,1
20150721,OR,0.00,100.00,100.00,83.71,34.09,0.00,2015-07-21,2015-07-27,1
20150714,OR,0.00,100.00,100.00,83.71,34.09,0.00,2015-07-14,2015-07-20,1
20150707,OR,0.00,100.00,100.00,83.71,34.09,0.00,2015-07-07,2015-07-13,1
20150630,OR,0.00,100.00,98.60,83.66,34.09,0.00,2015-06-30,2015-07-06,1
20150623,OR,0.00,100.00,98.60,81.72,34.09,0.00,2015-06-23,2015-06-29,1
20150616,OR,0.00,100.00,97.80,78.15,34.09,0.00,2015-06-16,2015-06-22,1
20150609,OR,0.00,100.00,97.80,68.48,34.09,0.00,2015-06-09,2015-06-15,1
20150602,OR,0.00,100.00,88.27,68.48,34.09,0.00,2015-06-02,2015-06-08,1
20150526,OR,0.00,100.00,88.27,68.48,34.09,0.00,2015-05-26,2015-06-01,1
20150519,OR,0.00,100.00,86.76,67.38,34.09,0.00,2015-05-19,2015-05-25,1
20150512,OR,0.11,99.89,86.76,67.38,34.09,0.00,2015-05-12,2015-05-18,1
20150505,OR,0.11,99.89,86.76,67.38,34.09,0.00,2015-05-05,2015-05-11,1
20150428,OR,0.11,99.89,86.09,63.17,34.09,0.00,2015-04-28,2015-05-04,1
20150421,OR,14.44,85.56,82.30,49.90,33.77,0.00,2015-04-21,2015-04-27,1
20150414,OR,14.44,85.56,82.30,49.90,33.72,0.12,2015-04-14,2015-04-20,1
20150407,OR,14.36,85.64,82.30,47.94,33.72,0.12,2015-04-07,2015-04-13,1
20150331,OR,14.36,85.64,82.30,47.93,33.72,0.00,2015-03-31,2015-04-06,1
20150324,OR,14.36,85.64,82.30,47.93,33.72,0.00,2015-03-24,2015-03-30,1
20150317,OR,14.22,85.78,82.30,47.93,33.72,0.00,2015-03-17,2015-03-23,1
20150310,OR,12.15,87.85,82.30,44.95,33.72,0.00,2015-03-10,2015-03-16,1
20150303,OR,14.22,85.78,82.37,44.95,33.72,0.00,2015-03-03,2015-03-09,1
20150224,OR,14.22,85.78,82.37,44.95,33.72,0.00,2015-02-24,2015-03-02,1
20150217,OR,14.22,85.78,82.29,44.95,33.71,0.00,2015-02-17,2015-02-23,1
20150210,OR,14.22,85.78,82.29,44.95,33.69,0.00,2015-02-10,2015-02-16,1
20150203,OR,10.45,89.55,83.95,49.48,34.70,0.00,2015-02-03,2015-02-09,1
20150127,OR,10.45,89.55,83.95,49.48,34.68,0.00,2015-01-27,2015-02-02,1
20150120,OR,10.48,89.52,78.35,49.48,34.11,0.00,2015-01-20,2015-01-26,1
20150113,OR,10.48,89.52,78.25,49.29,34.11,0.00,2015-01-13,2015-01-19,1
20150106,OR,13.61,86.39,80.70,49.29,34.11,0.00,2015-01-06,2015-01-12,1
20141230,OR,13.61,86.39,80.70,49.29,34.11,0.00,2014-12-30,2015-01-05,1
20141223,OR,12.09,87.91,81.60,51.58,34.11,0.00,2014-12-23,2014-12-29,1
20141216,OR,11.76,88.24,82.10,53.21,34.88,0.00,2014-12-16,2014-12-22,1
20141209,OR,11.76,88.24,82.10,53.55,34.88,0.00,2014-12-09,2014-12-15,1
20141202,OR,11.76,88.24,82.10,53.55,34.88,0.00,2014-12-02,2014-12-08,1
20141125,OR,11.78,88.22,82.10,53.55,34.88,0.00,2014-11-25,2014-12-01,1
20141118,OR,11.76,88.24,82.10,53.55,34.88,0.00,2014-11-18,2014-11-24,1
20141111,OR,9.66,90.34,79.41,54.68,34.88,0.00,2014-11-11,2014-11-17,1
20141104,OR,9.64,90.36,79.39,54.68,34.88,0.00,2014-11-04,2014-11-10,1
20141028,OR,9.54,90.46,80.24,55.07,35.30,0.00,2014-10-28,2014-11-03,1
20141021,OR,1.56,98.44,83.79,56.26,35.30,0.00,2014-10-21,2014-10-27,1
20141014,OR,1.56,98.44,83.79,56.26,35.30,0.00,2014-10-14,2014-10-20,1
20141007,OR,1.56,98.44,76.61,56.26,35.30,0.00,2014-10-07,2014-10-13,1
20140930,OR,1.56,98.44,76.61,56.26,35.30,0.00,2014-09-30,2014-10-06,1
20140923,OR,1.69,98.31,76.61,57.30,35.30,0.00,2014-09-23,2014-09-29,1
20140916,OR,1.69,98.31,76.39,57.30,35.30,0.00,2014-09-16,2014-09-22,1
20140909,OR,1.69,98.31,75.74,56.02,33.82,0.00,2014-09-09,2014-09-15,1
20140902,OR,1.69,98.31,75.79,56.02,33.82,0.00,2014-09-02,2014-09-08,1
20140826,OR,1.69,98.31,75.78,56.02,33.82,0.00,2014-08-26,2014-09-01,1
20140819,OR,1.69,98.31,75.78,56.02,33.82,0.00,2014-08-19,2014-08-25,1
20140812,OR,1.69,98.31,75.89,56.02,35.23,0.00,2014-08-12,2014-08-18,1
20140805,OR,1.75,98.25,75.89,56.02,35.23,0.00,2014-08-05,2014-08-11,1
20140729,OR,1.75,98.25,75.50,55.62,19.91,0.00,2014-07-29,2014-08-04,1
20140722,OR,0.14,99.86,75.57,54.95,17.11,0.00,2014-07-22,2014-07-28,1
20140715,OR,6.09,93.91,72.78,52.00,14.72,0.00,2014-07-15,2014-07-21,1
20140708,OR,6.09,93.91,72.78,52.00,14.72,0.00,2014-07-08,2014-07-14,1
20140701,OR,6.09,93.91,72.78,52.00,14.72,0.00,2014-07-01,2014-07-07,1
20140624,OR,6.09,93.91,72.78,46.01,9.31,0.00,2014-06-24,2014-06-30,1
20140617,OR,5.42,94.58,72.78,46.01,9.31,0.00,2014-06-17,2014-06-23,1
20140610,OR,5.42,94.58,72.78,46.03,9.31,0.00,2014-06-10,2014-06-16,1
20140603,OR,5.45,94.55,72.78,46.03,9.31,0.00,2014-06-03,2014-06-09,1
20140527,OR,5.22,94.78,73.37,46.03,9.31,0.00,2014-05-27,2014-06-02,1
20140520,OR,5.22,94.78,73.37,46.03,9.31,0.00,2014-05-20,2014-05-26,1
20140513,OR,5.22,94.78,73.37,46.03,9.31,0.00,2014-05-13,2014-05-19,1
20140506,OR,5.22,94.78,82.72,51.67,9.31,0.00,2014-05-06,2014-05-12,1
20140429,OR,5.17,94.83,83.01,51.73,9.31,0.00,2014-04-29,2014-05-05,1
20140422,OR,3.83,96.17,92.60,57.68,1.08,0.00,2014-04-22,2014-04-28,1
20140415,OR,3.83,96.17,92.60,49.08,0.00,0.00,2014-04-15,2014-04-21,1
20140408,OR,0.78,99.22,92.59,49.08,0.00,0.00,2014-04-08,2014-04-14,1
20140401,OR,0.78,99.22,92.59,49.08,0.00,0.00,2014-04-01,2014-04-07,1
20140325,OR,0.78,99.22,95.15,49.08,0.00,0.00,2014-03-25,2014-03-31,1
20140318,OR,0.77,99.23,95.14,49.08,0.00,0.00,2014-03-18,2014-03-24,1
20140311,OR,0.77,99.23,95.14,47.17,0.00,0.00,2014-03-11,2014-03-17,1
20140304,OR,0.00,100.00,94.02,52.62,0.00,0.00,2014-03-04,2014-03-10,1
20140225,OR,0.00,100.00,94.07,52.62,0.00,0.00,2014-02-25,2014-03-03,1
20140218,OR,0.00,100.00,91.73,57.87,0.00,0.00,2014-02-18,2014-02-24,1
20140211,OR,0.00,100.00,100.00,77.08,1.59,0.00,2014-02-11,2014-02-17,1
20140204,OR,0.00,100.00,100.00,76.51,1.60,0.00,2014-02-04,2014-02-10,1
20140128,OR,0.00,100.00,100.00,76.51,1.60,0.00,2014-01-28,2014-02-03,1
20140121,OR,0.00,100.00,100.00,76.51,1.60,0.00,2014-01-21,2014-01-27,1
20140114,OR,0.00,100.00,100.00,76.51,1.60,0.00,2014-01-14,2014-01-20,1
20140107,OR,0.00,100.00,88.04,24.96,1.60,0.00,2014-01-07,2014-01-13,1
20131231,OR,0.19,99.81,62.59,24.96,1.30,0.00,2013-12-31,2014-01-06,1
20131224,OR,0.19,99.81,59.01,24.86,1.30,0.00,2013-12-24,2013-12-30,1
20131217,OR,0.22,99.78,59.01,24.86,1.30,0.00,2013-12-17,2013-12-23,1
20131210,OR,14.72,85.28,38.36,24.86,1.30,0.00,2013-12-10,2013-12-16,1
20131203,OR,20.61,79.39,38.36,24.86,1.30,0.00,2013-12-03,2013-12-09,1
20131126,OR,37.75,62.25,38.36,24.86,1.30,0.00,2013-11-26,2013-12-02,1
20131119,OR,37.75,62.25,38.36,24.86,1.30,0.00,2013-11-19,2013-11-25,1
20131112,OR,37.75,62.25,38.36,24.86,1.30,0.00,2013-11-12,2013-11-18,1
20131105,OR,37.74,62.26,38.38,24.86,1.30,0.00,2013-11-05,2013-11-11,1
20131029,OR,37.46,62.54,38.38,24.86,1.30,0.00,2013-10-29,2013-11-04,1
20131022,OR,37.46,62.54,38.38,24.86,1.30,0.00,2013-10-22,2013-10-28,1
20131015,OR,37.26,62.74,38.53,24.86,1.30,0.00,2013-10-15,2013-10-21,1
20131008,OR,37.82,62.18,38.67,24.86,1.30,0.00,2013-10-08,2013-10-14,1
20131001,OR,37.69,62.31,39.79,25.26,1.30,0.00,2013-10-01,2013-10-07,1
20130924,OR,13.33,86.67,62.25,33.72,9.55,0.00,2013-09-24,2013-09-30,1
20130917,OR,13.33,86.67,62.25,33.72,9.55,0.00,2013-09-17,2013-09-23,1
20130910,OR,13.33,86.67,62.25,33.72,9.55,0.00,2013-09-10,2013-09-16,1
20130903,OR,13.33,86.67,62.25,33.72,9.55,0.00,2013-09-03,2013-09-09,1
20130827,OR,9.78,90.22,64.79,33.72,9.55,0.00,2013-08-27,2013-09-02,1
20130820,OR,9.78,90.22,64.79,33.72,8.77,0.00,2013-08-20,2013-08-26,1
20130813,OR,9.78,90.22,64.79,33.72,8.77,0.00,2013-08-13,2013-08-19,1
20130806,OR,9.78,90.22,64.79,33.72,8.44,0.00,2013-08-06,2013-08-12,1
20130730,OR,9.76,90.24,62.16,33.72,0.00,0.00,2013-07-30,2013-08-05,1
20130723,OR,13.45,86.55,51.29,33.74,0.00,0.00,2013-07-23,2013-07-29,1
20130716,OR,13.45,86.55,51.29,33.74,0.00,0.00,2013-07-16,2013-07-22,1
20130709,OR,13.45,86.55,50.90,33.74,0.00,0.00,2013-07-09,2013-07-15,1
20130702,OR,13.41,86.59,50.90,33.74,0.00,0.00,2013-07-02,2013-07-08,1
20130625,OR,11.01,88.99,50.92,33.55,0.00,0.00,2013-06-25,2013-07-01,1
20130618,OR,7.38,92.62,52.88,33.55,0.00,0.00,2013-06-18,2013-06-24,1
20130611,OR,19.44,80.56,40.11,15.63,0.00,0.00,2013-06-11,2013-06-17,1
20130604,OR,19.46,80.54,39.37,12.42,0.00,0.00,2013-06-04,2013-06-10,1
20130528,OR,9.43,90.57,29.17,0.88,0.00,0.00,2013-05-28,2013-06-03,1
20130521,OR,8.81,91.19,29.17,0.88,0.00,0.00,2013-05-21,2013-05-27,1
20130514,OR,8.39,91.61,29.17,0.88,0.00,0.00,2013-05-14,2013-05-20,1
20130507,OR,8.39,91.61,29.17,0.88,0.00,0.00,2013-05-07,2013-05-13,1
20130430,OR,43.30,56.70,25.30,0.88,0.00,0.00,2013-04-30,2013-05-06,1
20130423,OR,44.36,55.64,25.30,0.88,0.00,0.00,2013-04-23,2013-04-29,1
20130416,OR,42.37,57.63,23.72,0.88,0.00,0.00,2013-04-16,2013-04-22,1
20130409,OR,42.37,57.63,23.72,0.88,0.00,0.00,2013-04-09,2013-04-15,1
20130402,OR,20.22,79.78,23.72,4.02,0.00,0.00,2013-04-02,2013-04-08,1
20130326,OR,43.26,56.74,23.72,4.02,0.00,0.00,2013-03-26,2013-04-01,1
20130319,OR,49.11,50.89,23.72,4.02,0.00,0.00,2013-03-19,2013-03-25,1
20130312,OR,61.48,38.52,23.72,4.02,0.00,0.00,2013-03-12,2013-03-18,1
20130305,OR,60.70,39.30,23.65,3.99,0.00,0.00,2013-03-05,2013-03-11,1
20130226,OR,60.85,39.15,23.93,3.99,0.00,0.00,2013-02-26,2013-03-04,1
20130219,OR,61.98,38.02,23.95,3.99,0.00,0.00,2013-02-19,2013-02-25,1
20130212,OR,62.31,37.69,23.95,3.99,0.00,0.00,2013-02-12,2013-02-18,1
20130205,OR,52.83,47.17,27.00,4.83,0.00,0.00,2013-02-05,2013-02-11,1
20130129,OR,52.83,47.17,27.00,4.83,0.00,0.00,2013-01-29,2013-02-04,1
20130122,OR,52.83,47.17,27.00,4.83,0.00,0.00,2013-01-22,2013-01-28,1
20130115,OR,58.07,41.93,27.00,4.83,0.00,0.00,2013-01-15,2013-01-21,1
20130108,OR,58.04,41.96,27.00,4.82,0.00,0.00,2013-01-08,2013-01-14,1
20130101,OR,58.19,41.81,26.88,4.82,0.00,0.00,2013-01-01,2013-01-07,1
20121225,OR,58.19,41.81,26.88,4.84,0.00,0.00,2012-12-25,2012-12-31,1
20121218,OR,58.19,41.81,26.88,4.84,0.00,0.00,2012-12-18,2012-12-24,1
20121211,OR,58.19,41.81,26.88,4.84,0.00,0.00,2012-12-11,2012-12-17,1
20121204,OR,58.22,41.78,26.88,4.84,0.00,0.00,2012-12-04,2012-12-10,1
20121127,OR,56.13,43.87,28.24,4.84,0.23,0.00,2012-11-27,2012-12-03,1
20121120,OR,54.44,45.56,28.25,4.84,0.23,0.00,2012-11-20,2012-11-26,1
20121113,OR,54.44,45.56,28.25,4.84,0.23,0.00,2012-11-13,2012-11-19,1
20121106,OR,54.44,45.56,28.25,4.84,0.23,0.00,2012-11-06,2012-11-12,1
20121030,OR,53.04,46.96,31.22,4.84,0.23,0.00,2012-10-30,2012-11-05,1
20121023,OR,52.95,47.05,31.22,4.84,0.23,0.00,2012-10-23,2012-10-29,1
20121016,OR,48.19,51.81,31.31,4.84,0.23,0.00,2012-10-16,2012-10-22,1
20121009,OR,22.14,77.86,31.39,4.75,0.23,0.00,2012-10-09,2012-10-15,1
20121002,OR,35.51,64.49,28.60,4.75,0.54,0.00,2012-10-02,2012-10-08,1
20120925,OR,54.04,45.96,28.60,4.20,0.54,0.00,2012-09-25,2012-10-01,1
20120918,OR,54.04,45.96,28.60,4.20,0.54,0.00,2012-09-18,2012-09-24,1
20120911,OR,55.20,44.80,28.06,4.11,0.54,0.00,2012-09-11,2012-09-17,1
20120904,OR,55.20,44.80,28.12,4.50,0.54,0.00,2012-09-04,2012-09-10,1
20120828,OR,55.10,44.90,28.29,5.00,0.54,0.00,2012-08-28,2012-09-03,1
20120821,OR,54.53,45.47,28.33,1.04,0.00,0.00,2012-08-21,2012-08-27,1
20120814,OR,61.63,38.37,26.47,1.03,0.00,0.00,2012-08-14,2012-08-20,1
20120807,OR,63.47,36.53,26.11,1.03,0.00,0.00,2012-08-07,2012-08-13,1
20120731,OR,63.47,36.53,26.11,1.07,0.00,0.00,2012-07-31,2012-08-06,1
20120724,OR,63.47,36.53,26.11,1.07,0.00,0.00,2012-07-24,2012-07-30,1
20120717,OR,63.47,36.53,26.11,1.07,0.00,0.00,2012-07-17,2012-07-23,1
20120710,OR,62.85,37.15,16.48,1.07,0.00,0.00,2012-07-10,2012-07-16,1
20120703,OR,71.94,28.06,16.38,1.07,0.00,0.00,2012-07-03,2012-07-09,1
20120626,OR,72.13,27.87,15.89,1.09,0.00,0.00,2012-06-26,2012-07-02,1
20120619,OR,72.13,27.87,15.89,1.09,0.00,0.00,2012-06-19,2012-06-25,1
20120612,OR,72.13,27.87,15.78,1.09,0.00,0.00,2012-06-12,2012-06-18,1
20120605,OR,69.10,30.90,17.43,1.09,0.00,0.00,2012-06-05,2012-06-11,1
20120529,OR,66.16,33.84,17.43,1.09,0.00,0.00,2012-05-29,2012-06-04,1
20120522,OR,66.16,33.84,17.43,1.09,0.00,0.00,2012-05-22,2012-05-28,1
20120515,OR,66.16,33.84,17.43,1.09,0.00,0.00,2012-05-15,2012-05-21,1
20120508,OR,66.16,33.84,17.43,1.09,0.00,0.00,2012-05-08,2012-05-14,1
20120501,OR,55.88,44.12,21.16,1.09,0.00,0.00,2012-05-01,2012-05-07,1
20120424,OR,55.88,44.12,21.16,1.09,0.00,0.00,2012-04-24,2012-04-30,1
20120417,OR,55.88,44.12,21.16,1.02,0.00,0.00,2012-04-17,2012-04-23,1
20120410,OR,55.78,44.22,21.52,0.82,0.00,0.00,2012-04-10,2012-04-16,1
20120403,OR,55.35,44.65,22.34,0.82,0.00,0.00,2012-04-03,2012-04-09,1
20120327,OR,54.87,45.13,22.44,0.82,0.00,0.00,2012-03-27,2012-04-02,1
20120320,OR,44.15,55.85,23.90,0.82,0.00,0.00,2012-03-20,2012-03-26,1
20120313,OR,23.78,76.22,38.10,2.14,0.00,0.00,2012-03-13,2012-03-19,1
20120306,OR,23.82,76.18,38.10,2.14,0.00,0.00,2012-03-06,2012-03-12,1
20120228,OR,23.82,76.18,31.01,2.14,0.00,0.00,2012-02-28,2012-03-05,1
20120221,OR,26.53,73.47,24.40,1.82,0.00,0.00,2012-02-21,2012-02-27,1
20120214,OR,26.53,73.47,24.01,0.12,0.00,0.00,2012-02-14,2012-02-20,1
20120207,OR,26.53,73.47,24.01,0.12,0.00,0.00,2012-02-07,2012-02-13,1
20120131,OR,26.53,73.47,24.30,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,OR,26.07,73.93,24.30,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,OR,25.92,74.08,25.30,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,OR,25.92,74.08,25.30,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,OR,25.92,74.08,22.05,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,OR,2.12,97.88,22.98,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,OR,62.60,37.40,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,OR,72.27,27.73,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,OR,76.91,23.09,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,OR,80.46,19.54,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,OR,81.38,18.62,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,OR,81.38,18.62,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,OR,81.42,18.58,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,OR,94.49,5.51,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,OR,94.49,5.51,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,OR,100.00,0.00,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
